ALGS:15,472732075471711
ALGT:58,672544103773575
ALHC:8,155150235849064
ALIM:4,272728614457832
ALKS:26,65875990566035
ALKT:28,93585613207548
ALLK:1,0524408018867923
ALLO:3,174194575471696
ALLR:71,24820047169811
ALLT:2,5652728773584905
ALNY:209,07930424528294
ALOT:15,8216875
ALPN:42,79303411764707
ALPP:0,5073856132075475
ALRM:63,73820117924527
ALRN:3,8231693396226403
ALRS:21,25566391509435
ALSA:11,575969907407412
ALSAU:12,016499999999997
ALT:7,7707686320754705
ALTM:4,099346698113204
ALTO:1,7210540094339615
ALTR:90,37101297169818
ALTU:10,273589393939393
ALTUU:10,105833333333331
ALTUW:0,021990000000000006
ALVR:0,7565191037735852
ALXO:8,363160849056607
ALYA:1,3205125
ALZN:5,348698820754718
AMAL:27,719342216981136
AMAT:202,03779929245286
AMBA:53,30872382075476
AMCX:11,62497523584906
AMD:161,9509058962264
AMED:94,82811226415099
AMEH:36,96058846153847
AMGN:306,71281202830187
AMKR:32,41329551886792
AMLX:4,972613207547169
AMNB:45,824394000000005
AMPG:1,44174858490566
AMPGW:0,08424861111111112
AMPH:45,49208702830193
AMPL:9,774330424528298
AMRK:35,320454716981146
AMRN:0,8082481132075473
AMSC:19,211025707547176
AMSF:48,66411981132073
AMST:2,6215535377358496
AMSWA:10,578763483146068
AMTB:22,003782547169816
AMTX:3,3630945754716985
AMWD:92,18997264150947
AMZN:181,69703183962272
ANAB:27,64276297169812
ANDE:51,41272641509434
ANEB:2,3304564676616923
ANGI:2,3846028301886797
ANGO:6,511793867924526
ANIK:24,983038443396214
ANIP:61,811533962264164
ANIX:3,252103301886792
ANNX:5,777868632075474
ANSS:327,1149186320755
ANTE:0,878480147058823
ANY:1,2620389150943407
AOGOU:10,32875
AOSL:30,5057683962264
AOUT:8,680599292452834
APA:29,120358018867922
APAC:9,42236590909091
APCX:1,0513589622641508
APCXW:0,3701006896551723
APDN:4,042488915094338
APEI:14,96628844339623
API:2,641587735849059
APLS:44,218548820754734
APLT:5,810462971698113
APM:3,789833571428569
APOG:64,05037712264149
APP:93,45384316037739
APPF:229,28342948113212
APPN:33,47110566037737
APPS:2,7673731132075483
APRE:4,671591981132075
APTMU:10,603333333333333
APTO:0,9877688679245281
APVO:71,70968537735851
APWC:1,4792895631067957
APXI:11,543920155038768
APXIU:11,766874999999999
APXIW:0,12001914893617018
APYX:1,51666179245283
AQB:1,6872099056603778
AQMS:7,37749504716981
AQST:3,825335613207546
ARAV:0,04750714285714286
ARAY:2,073832311320754
ARBE:1,929106132075471
ARBEW:0,19433749999999986
ARBK:1,487832311320755
ARBKL:9,24605896226415
ARCB:118,11417240566044
ARCC:20,778448113207553
ARCT:27,397187264150922
ARDS:0,05228742331288337
ARDX:6,899229481132082
AREB:3,5389773584905675
AREC:1,0596033018867927
ARGX:450,26488679245307
ARHS:13,607887735849065
ARIZ:10,4202875
ARIZR:0,21118800000000004
ARIZW:0,19076190476190477
ARKO:6,317881839622639
ARKOW:0,5045872549019603
ARKR:13,244706521739124
ARLP:23,020053066037736
AROW:26,572305424528295
ARQQ:10,389530896226413
ARQQW:0,1301781250000001
ARQT:9,173824292452828
ARRW:11,18606
ARRY:10,578812499999998
ARTL:1,3388254716981127
ARTLW:0,01645446428571429
ARTNA:36,408550235849034
ARTW:1,8089195652173897
ARVL:0,8622062500000001
ARVN:32,29162476415096
ARWR:25,340694575471705
ARYD:11,218503370786516
ASLE:6,832655424528305
ASLN:3,9995496031746023
ASMB:14,429363207547171
ASML:895,136363443396
ASND:137,0526639150944
ASO:58,254819103773606
ASPCU:9,9956
ASPS:1,7225499999999998
ASPU:0,16819470899470904
ASRT:1,081642452830189
ASRV:2,6269580188679234
ASTC:8,593551715686276
ASTE:34,776438443396216
ASTL:8,723019811320754
ASTLW:1,3667038277511967
ASTR:0,9243076000000005
ASTS:13,21047405660378
ASTSW:5,088676988636366
ASUR:8,572579716981133
ASYS:5,471020283018867
ATAI:1,5790721698113206
ATCOL:24,689824489795928
ATEC:10,402386556603776
ATER:3,154831839622641
ATEX:34,93583183962265
ATHA:2,2616377358490554
ATHE:1,6938636363636363
ATIF:0,89729393939394
ATLC:31,936381132075482
ATLCL:23,126531603773607
ATLCP:22,811432857142847
ATLO:19,271333254716968
ATNF:2,555779952830188
ATNFW:0,009042118226600983
ATNI:27,843436320754726
ATOM:4,636368632075473
ATOS:1,3438580188679243
ATRA:13,071086556603763
ATRC:27,33840495283019
ATRI:421,66378791946306
ATRO:19,074112028301872
ATSG:14,840243160377366
ATXI:5,6403594339622645
ATXS:11,330823349056613
AUB:35,498692452830184
AUBN:19,580170343137265
AUDC:10,863402358490564
AUGX:2,674611235955053
AUID:8,44777452830189
AUPH:6,175061084905659
AUR:3,680853773584905
AURA:8,380096226415095
AUROW:0,39162047619047624
AUTL:4,601915330188676
AUUD:1,8983311320754706
AUVI:1,4171719780219783
AUVIP:4,777346428571429
AVAH:3,5040511792452818
AVAV:175,3247386792452
AVDL:15,180298584905666
AVDX:10,5532125
AVGO:149,11680471698116
AVGR:2,1824634433962258
AVHI:11,130615942028985
AVHIU:11,17909090909091
AVIR:3,7277129716981117
AVNW:28,757865801886805
AVO:11,36565518867924
AVPT:9,850132547169812
AVPTW:1,7052779411764696
AVRO:15,703631775700925
AVT:51,124026415094306
AVTE:11,775236320754725
AVTX:10,12310801886792
AVXL:5,309873113207547
AWH:2,2521617924528323
AWRE:1,9105959905660375
AXDX:1,3296620283018872
AXGN:9,786071462264152
AXNX:68,33554285714291
AXON:336,53111344339624
AXSM:82,99424764150946
AXTI:3,146042924528303
AY:20,860467688679243
AYRO:1,11518891509434
AYTU:2,7094250000000017
AZ:2,1592599056603783
AZN:74,2629931603774
AZPN:210,23070400943394
AZTA:54,07238231132079
BAFN:12,762091414141409
BAND:17,822557783018866
BANF:95,65272051886788
BANR:52,407269575471716
BANX:19,2272066037736
BAOS:2,7578387019230783
BASE:21,255248820754698
BATRA:42,70538183962263
BATRK:40,11205000000001
BBCP:6,71316391509434
BBGI:13,888428199052136
BBIG:0,006003694581280782
BBIO:28,041036792452818
BBLG:1,9593160377358494
BBLGW:20,595297761194026
BBSI:33,184421698113205
